"Date","Week","Month","Year","Location","Rate"
"06/07/2016","23","6","2016","Mid-Mississippi","290.00"
"06/07/2016","23","6","2016","Cairo-Memphis","176.67"
"06/07/2016","23","6","2016","Lower Ohio","171.67"
"06/07/2016","23","6","2016","Cincinnati","171.67"
"06/07/2016","23","6","2016","St. Louis","180.00"
"06/07/2016","23","6","2016","Lower Illinois","273.33"
"06/07/2016","23","6","2016","Twin Cities","353.00"
"05/31/2016","22","5","2016","Mid-Mississippi","252.00"
"05/31/2016","22","5","2016","Cairo-Memphis","168.33"
"05/31/2016","22","5","2016","Lower Ohio","166.67"
"05/31/2016","22","5","2016","Cincinnati","166.67"
"05/31/2016","22","5","2016","St. Louis","173.33"
"05/31/2016","22","5","2016","Lower Illinois","241.67"
"05/31/2016","22","5","2016","Twin Cities","317.00"
"05/24/2016","21","5","2016","Cincinnati","171.67"
"05/24/2016","21","5","2016","Cairo-Memphis","170.00"
"05/24/2016","21","5","2016","Lower Ohio","171.67"
"05/24/2016","21","5","2016","St. Louis","171.67"
"05/24/2016","21","5","2016","Lower Illinois","235.00"
"05/24/2016","21","5","2016","Mid-Mississippi","255.00"
"05/24/2016","21","5","2016","Twin Cities","323.00"
"05/17/2016","20","5","2016","Twin Cities","332.00"
"05/17/2016","20","5","2016","Cairo-Memphis","176.67"
"05/17/2016","20","5","2016","Lower Ohio","176.67"
"05/17/2016","20","5","2016","Cincinnati","176.67"
"05/17/2016","20","5","2016","St. Louis","181.67"
"05/17/2016","20","5","2016","Lower Illinois","258.33"
"05/17/2016","20","5","2016","Mid-Mississippi","275.00"
"05/10/2016","19","5","2016","Mid-Mississippi","280.00"
"05/10/2016","19","5","2016","Cairo-Memphis","180.00"
"05/10/2016","19","5","2016","Lower Ohio","185.00"
"05/10/2016","19","5","2016","Cincinnati","185.00"
"05/10/2016","19","5","2016","St. Louis","195.00"
"05/10/2016","19","5","2016","Lower Illinois","260.00"
"05/10/2016","19","5","2016","Twin Cities","333.00"
"05/03/2016","18","5","2016","Mid-Mississippi","278.00"
"05/03/2016","18","5","2016","Cairo-Memphis","182.50"
"05/03/2016","18","5","2016","Lower Ohio","190.00"
"05/03/2016","18","5","2016","Cincinnati","190.00"
"05/03/2016","18","5","2016","St. Louis","192.50"
"05/03/2016","18","5","2016","Lower Illinois","262.50"
"05/03/2016","18","5","2016","Twin Cities","325.00"
"04/26/2016","17","4","2016","Twin Cities","340.00"
"04/26/2016","17","4","2016","Cairo-Memphis","190.00"
"04/26/2016","17","4","2016","Lower Ohio","200.00"
"04/26/2016","17","4","2016","Cincinnati","200.00"
"04/26/2016","17","4","2016","St. Louis","197.50"
"04/26/2016","17","4","2016","Lower Illinois","267.50"
"04/26/2016","17","4","2016","Mid-Mississippi","293.00"
"04/19/2016","16","4","2016","Twin Cities","348.00"
"04/19/2016","16","4","2016","Cairo-Memphis","191.50"
"04/19/2016","16","4","2016","Lower Ohio","212.50"
"04/19/2016","16","4","2016","Cincinnati","212.50"
"04/19/2016","16","4","2016","St. Louis","225.00"
"04/19/2016","16","4","2016","Lower Illinois","287.50"
"04/19/2016","16","4","2016","Mid-Mississippi","298.00"
"04/12/2016","15","4","2016","Mid-Mississippi","300.00"
"04/12/2016","15","4","2016","Cairo-Memphis","180.00"
"04/12/2016","15","4","2016","Lower Ohio","212.50"
"04/12/2016","15","4","2016","Cincinnati","212.50"
"04/12/2016","15","4","2016","St. Louis","200.00"
"04/12/2016","15","4","2016","Lower Illinois","277.50"
"04/12/2016","15","4","2016","Twin Cities","348.00"
"04/05/2016","14","4","2016","Mid-Mississippi","295.00"
"04/05/2016","14","4","2016","Cairo-Memphis","190.00"
"04/05/2016","14","4","2016","Lower Ohio","212.50"
"04/05/2016","14","4","2016","Cincinnati","212.50"
"04/05/2016","14","4","2016","St. Louis","210.00"
"04/05/2016","14","4","2016","Lower Illinois","280.00"
"04/05/2016","14","4","2016","Twin Cities","340.00"
"03/29/2016","13","3","2016","St. Louis","210.00"
"03/29/2016","13","3","2016","Cairo-Memphis","185.00"
"03/29/2016","13","3","2016","Lower Ohio","210.00"
"03/29/2016","13","3","2016","Mid-Mississippi","283.00"
"03/29/2016","13","3","2016","Twin Cities","335.00"
"03/29/2016","13","3","2016","Cincinnati","210.00"
"03/29/2016","13","3","2016","Lower Illinois","280.00"
"03/22/2016","12","3","2016","Cincinnati","197.00"
"03/22/2016","12","3","2016","Cairo-Memphis","167.00"
"03/22/2016","12","3","2016","Lower Ohio","187.00"
"03/22/2016","12","3","2016","St. Louis","178.00"
"03/22/2016","12","3","2016","Lower Illinois","248.00"
"03/22/2016","12","3","2016","Mid-Mississippi","262.00"
"03/22/2016","12","3","2016","Twin Cities","317.00"
"03/15/2016","11","3","2016","Twin Cities","318.00"
"03/15/2016","11","3","2016","Cairo-Memphis","152.50"
"03/15/2016","11","3","2016","Lower Ohio","180.00"
"03/15/2016","11","3","2016","Cincinnati","180.00"
"03/15/2016","11","3","2016","St. Louis","160.00"
"03/15/2016","11","3","2016","Lower Illinois","232.50"
"03/15/2016","11","3","2016","Mid-Mississippi","238.00"
"03/08/2016","10","3","2016","Mid-Mississippi","235.00"
"03/08/2016","10","3","2016","Cairo-Memphis","150.00"
"03/08/2016","10","3","2016","Lower Ohio","185.00"
"03/08/2016","10","3","2016","Cincinnati","185.00"
"03/08/2016","10","3","2016","St. Louis","152.50"
"03/08/2016","10","3","2016","Lower Illinois","225.00"
"03/08/2016","10","3","2016","Twin Cities",
"03/01/2016","9","3","2016","Mid-Mississippi",
"03/01/2016","9","3","2016","Cairo-Memphis","160.00"
"03/01/2016","9","3","2016","Lower Ohio","200.00"
"03/01/2016","9","3","2016","Cincinnati","200.00"
"03/01/2016","9","3","2016","St. Louis","157.50"
"03/01/2016","9","3","2016","Lower Illinois","230.00"
"03/01/2016","9","3","2016","Twin Cities",
"02/23/2016","8","2","2016","Cincinnati","207.50"
"02/23/2016","8","2","2016","Cairo-Memphis","170.00"
"02/23/2016","8","2","2016","Lower Ohio","207.50"
"02/23/2016","8","2","2016","St. Louis","172.50"
"02/23/2016","8","2","2016","Lower Illinois","255.00"
"02/23/2016","8","2","2016","Mid-Mississippi",
"02/23/2016","8","2","2016","Twin Cities",
"02/16/2016","7","2","2016","Twin Cities",
"02/16/2016","7","2","2016","Cairo-Memphis","165.00"
"02/16/2016","7","2","2016","Lower Ohio","205.00"
"02/16/2016","7","2","2016","Cincinnati","205.00"
"02/16/2016","7","2","2016","St. Louis","177.50"
"02/16/2016","7","2","2016","Lower Illinois","257.50"
"02/16/2016","7","2","2016","Mid-Mississippi",
"02/09/2016","6","2","2016","Mid-Mississippi",
"02/09/2016","6","2","2016","Cairo-Memphis","173.33"
"02/09/2016","6","2","2016","Lower Ohio","218.33"
"02/09/2016","6","2","2016","Cincinnati","218.33"
"02/09/2016","6","2","2016","St. Louis","190.00"
"02/09/2016","6","2","2016","Lower Illinois","276.67"
"02/09/2016","6","2","2016","Twin Cities",
"02/02/2016","5","2","2016","Lower Illinois","296.25"
"02/02/2016","5","2","2016","Cairo-Memphis","177.50"
"02/02/2016","5","2","2016","Lower Ohio","222.50"
"02/02/2016","5","2","2016","Twin Cities",
"02/02/2016","5","2","2016","Cincinnati","222.50"
"02/02/2016","5","2","2016","St. Louis","195.00"
"02/02/2016","5","2","2016","Mid-Mississippi",
"01/26/2016","4","1","2016","Twin Cities",
"01/26/2016","4","1","2016","Cairo-Memphis","170.00"
"01/26/2016","4","1","2016","Lower Ohio","205.00"
"01/26/2016","4","1","2016","Cincinnati","202.50"
"01/26/2016","4","1","2016","St. Louis","197.50"
"01/26/2016","4","1","2016","Lower Illinois","305.00"
"01/26/2016","4","1","2016","Mid-Mississippi",
"01/19/2016","3","1","2016","Twin Cities",
"01/19/2016","3","1","2016","Cairo-Memphis","162.50"
"01/19/2016","3","1","2016","Lower Ohio","205.00"
"01/19/2016","3","1","2016","Cincinnati","205.00"
"01/19/2016","3","1","2016","St. Louis","187.50"
"01/19/2016","3","1","2016","Lower Illinois","280.00"
"01/19/2016","3","1","2016","Mid-Mississippi",
"01/12/2016","2","1","2016","Mid-Mississippi",
"01/12/2016","2","1","2016","Cairo-Memphis","160.00"
"01/12/2016","2","1","2016","Lower Ohio","217.50"
"01/12/2016","2","1","2016","Cincinnati","217.50"
"01/12/2016","2","1","2016","St. Louis","175.00"
"01/12/2016","2","1","2016","Lower Illinois","285.00"
"01/12/2016","2","1","2016","Twin Cities",
"01/05/2016","1","1","2016","Mid-Mississippi",
"01/05/2016","1","1","2016","Cairo-Memphis",
"01/05/2016","1","1","2016","Lower Ohio","215.00"
"01/05/2016","1","1","2016","Cincinnati","215.00"
"01/05/2016","1","1","2016","St. Louis","195.00"
"01/05/2016","1","1","2016","Lower Illinois","300.00"
"01/05/2016","1","1","2016","Twin Cities",
"12/29/2015","52","12","2015","Twin Cities",
"12/29/2015","52","12","2015","Cairo-Memphis","170.00"
"12/29/2015","52","12","2015","Lower Ohio","210.00"
"12/29/2015","52","12","2015","Cincinnati","210.00"
"12/29/2015","52","12","2015","St. Louis",
"12/29/2015","52","12","2015","Lower Illinois","283.00"
"12/29/2015","52","12","2015","Mid-Mississippi",
"12/22/2015","51","12","2015","Twin Cities",
"12/22/2015","51","12","2015","Cairo-Memphis","165.00"
"12/22/2015","51","12","2015","Lower Ohio","195.00"
"12/22/2015","51","12","2015","Cincinnati","195.00"
"12/22/2015","51","12","2015","St. Louis","203.33"
"12/22/2015","51","12","2015","Lower Illinois","275.00"
"12/22/2015","51","12","2015","Mid-Mississippi",
"12/15/2015","50","12","2015","Mid-Mississippi",
"12/15/2015","50","12","2015","Cairo-Memphis","176.67"
"12/15/2015","50","12","2015","Lower Ohio","200.00"
"12/15/2015","50","12","2015","Cincinnati","200.00"
"12/15/2015","50","12","2015","St. Louis","190.00"
"12/15/2015","50","12","2015","Lower Illinois","290.00"
"12/15/2015","50","12","2015","Twin Cities",
"12/08/2015","49","12","2015","Mid-Mississippi",
"12/08/2015","49","12","2015","Cairo-Memphis","167.50"
"12/08/2015","49","12","2015","Lower Ohio","182.50"
"12/08/2015","49","12","2015","Cincinnati","182.50"
"12/08/2015","49","12","2015","St. Louis","180.00"
"12/08/2015","49","12","2015","Lower Illinois","280.00"
"12/08/2015","49","12","2015","Twin Cities",
"12/01/2015","48","12","2015","Mid-Mississippi",
"12/01/2015","48","12","2015","Cairo-Memphis","170.00"
"12/01/2015","48","12","2015","Lower Ohio","195.00"
"12/01/2015","48","12","2015","Cincinnati","195.00"
"12/01/2015","48","12","2015","St. Louis","190.00"
"12/01/2015","48","12","2015","Lower Illinois","280.00"
"12/01/2015","48","12","2015","Twin Cities",
"11/24/2015","47","11","2015","Twin Cities",
"11/24/2015","47","11","2015","Cairo-Memphis","172.50"
"11/24/2015","47","11","2015","Lower Ohio","197.50"
"11/24/2015","47","11","2015","Cincinnati","197.50"
"11/24/2015","47","11","2015","St. Louis","190.00"
"11/24/2015","47","11","2015","Lower Illinois","275.00"
"11/24/2015","47","11","2015","Mid-Mississippi","308.00"
"11/17/2015","46","11","2015","Twin Cities","425.00"
"11/17/2015","46","11","2015","Cairo-Memphis","200.00"
"11/17/2015","46","11","2015","Lower Ohio","270.00"
"11/17/2015","46","11","2015","Cincinnati","270.00"
"11/17/2015","46","11","2015","St. Louis","232.50"
"11/17/2015","46","11","2015","Lower Illinois","340.00"
"11/17/2015","46","11","2015","Mid-Mississippi","343.00"
"11/10/2015","45","11","2015","Mid-Mississippi","328.00"
"11/10/2015","45","11","2015","Cairo-Memphis","205.00"
"11/10/2015","45","11","2015","Lower Ohio","300.00"
"11/10/2015","45","11","2015","Cincinnati","300.00"
"11/10/2015","45","11","2015","St. Louis","230.00"
"11/10/2015","45","11","2015","Lower Illinois","312.50"
"11/10/2015","45","11","2015","Twin Cities","388.00"
"11/03/2015","44","11","2015","Mid-Mississippi","365.00"
"11/03/2015","44","11","2015","Cairo-Memphis","221.67"
"11/03/2015","44","11","2015","Lower Ohio","350.00"
"11/03/2015","44","11","2015","Cincinnati","350.00"
"11/03/2015","44","11","2015","St. Louis","265.00"
"11/03/2015","44","11","2015","Lower Illinois","361.67"
"11/03/2015","44","11","2015","Twin Cities","417.00"
"10/27/2015","43","10","2015","Twin Cities","495.00"
"10/27/2015","43","10","2015","Cairo-Memphis","300.00"
"10/27/2015","43","10","2015","Lower Ohio","415.00"
"10/27/2015","43","10","2015","Cincinnati","415.00"
"10/27/2015","43","10","2015","St. Louis","335.00"
"10/27/2015","43","10","2015","Lower Illinois","420.00"
"10/27/2015","43","10","2015","Mid-Mississippi","428.00"
"10/20/2015","42","10","2015","Twin Cities","613.00"
"10/20/2015","42","10","2015","Cairo-Memphis","505.00"
"10/20/2015","42","10","2015","Lower Ohio","513.33"
"10/20/2015","42","10","2015","Cincinnati","513.33"
"10/20/2015","42","10","2015","St. Louis","523.33"
"10/20/2015","42","10","2015","Lower Illinois","516.67"
"10/20/2015","42","10","2015","Mid-Mississippi","583.00"
"10/13/2015","41","10","2015","Mid-Mississippi","533.00"
"10/13/2015","41","10","2015","Cairo-Memphis","425.00"
"10/13/2015","41","10","2015","Lower Ohio","500.00"
"10/13/2015","41","10","2015","Cincinnati","500.00"
"10/13/2015","41","10","2015","St. Louis","425.00"
"10/13/2015","41","10","2015","Lower Illinois","500.00"
"10/13/2015","41","10","2015","Twin Cities","558.00"
"10/06/2015","40","10","2015","Mid-Mississippi","592.00"
"10/06/2015","40","10","2015","Cairo-Memphis","483.33"
"10/06/2015","40","10","2015","Lower Ohio","583.33"
"10/06/2015","40","10","2015","Cincinnati","583.33"
"10/06/2015","40","10","2015","St. Louis","500.00"
"10/06/2015","40","10","2015","Lower Illinois","591.67"
"10/06/2015","40","10","2015","Twin Cities","597.00"
"09/29/2015","39","9","2015","Mid-Mississippi","632.00"
"09/29/2015","39","9","2015","Cairo-Memphis","535.00"
"09/29/2015","39","9","2015","Lower Ohio","708.33"
"09/29/2015","39","9","2015","Cincinnati","708.33"
"09/29/2015","39","9","2015","St. Louis","535.00"
"09/29/2015","39","9","2015","Lower Illinois","646.67"
"09/29/2015","39","9","2015","Twin Cities","605.00"
"09/22/2015","38","9","2015","Cincinnati","691.67"
"09/22/2015","38","9","2015","Cairo-Memphis","505.00"
"09/22/2015","38","9","2015","Lower Ohio","691.67"
"09/22/2015","38","9","2015","St. Louis","533.33"
"09/22/2015","38","9","2015","Lower Illinois","602.50"
"09/22/2015","38","9","2015","Mid-Mississippi","600.00"
"09/22/2015","38","9","2015","Twin Cities","600.00"
"09/15/2015","37","9","2015","Twin Cities","513.00"
"09/15/2015","37","9","2015","Cairo-Memphis","387.50"
"09/15/2015","37","9","2015","Lower Ohio","512.50"
"09/15/2015","37","9","2015","Cincinnati","512.50"
"09/15/2015","37","9","2015","St. Louis","450.00"
"09/15/2015","37","9","2015","Lower Illinois","500.00"
"09/15/2015","37","9","2015","Mid-Mississippi","488.00"
"09/08/2015","36","9","2015","Mid-Mississippi","443.00"
"09/08/2015","36","9","2015","Cairo-Memphis","425.00"
"09/08/2015","36","9","2015","Lower Ohio","455.00"
"09/08/2015","36","9","2015","Cincinnati","455.00"
"09/08/2015","36","9","2015","St. Louis","425.00"
"09/08/2015","36","9","2015","Lower Illinois","442.50"
"09/08/2015","36","9","2015","Twin Cities","445.00"
"09/01/2015","35","9","2015","Mid-Mississippi","382.00"
"09/01/2015","35","9","2015","Cairo-Memphis","405.00"
"09/01/2015","35","9","2015","Lower Ohio","386.67"
"09/01/2015","35","9","2015","Cincinnati","386.67"
"09/01/2015","35","9","2015","St. Louis","390.00"
"09/01/2015","35","9","2015","Lower Illinois","400.00"
"09/01/2015","35","9","2015","Twin Cities","407.00"
"08/25/2015","34","8","2015","Twin Cities","393.00"
"08/25/2015","34","8","2015","Cairo-Memphis","300.00"
"08/25/2015","34","8","2015","Lower Ohio","301.67"
"08/25/2015","34","8","2015","Cincinnati","301.67"
"08/25/2015","34","8","2015","St. Louis","300.00"
"08/25/2015","34","8","2015","Lower Illinois","340.00"
"08/25/2015","34","8","2015","Mid-Mississippi","340.00"
"08/18/2015","33","8","2015","Twin Cities","380.00"
"08/18/2015","33","8","2015","Cairo-Memphis","271.67"
"08/18/2015","33","8","2015","Lower Ohio","293.33"
"08/18/2015","33","8","2015","Cincinnati","293.33"
"08/18/2015","33","8","2015","St. Louis","258.33"
"08/18/2015","33","8","2015","Lower Illinois","316.67"
"08/18/2015","33","8","2015","Mid-Mississippi","330.00"
"08/11/2015","32","8","2015","Mid-Mississippi","347.00"
"08/11/2015","32","8","2015","Cairo-Memphis","235.00"
"08/11/2015","32","8","2015","Lower Ohio","283.33"
"08/11/2015","32","8","2015","Cincinnati","283.33"
"08/11/2015","32","8","2015","St. Louis","243.33"
"08/11/2015","32","8","2015","Lower Illinois","336.67"
"08/11/2015","32","8","2015","Twin Cities","403.00"
"08/04/2015","31","8","2015","Mid-Mississippi","347.00"
"08/04/2015","31","8","2015","Cairo-Memphis","211.67"
"08/04/2015","31","8","2015","Lower Ohio","293.33"
"08/04/2015","31","8","2015","Cincinnati","293.33"
"08/04/2015","31","8","2015","St. Louis","245.00"
"08/04/2015","31","8","2015","Lower Illinois","328.33"
"08/04/2015","31","8","2015","Twin Cities","392.00"
"07/28/2015","30","7","2015","Lower Illinois","350.00"
"07/28/2015","30","7","2015","Cairo-Memphis","235.00"
"07/28/2015","30","7","2015","Lower Ohio","302.50"
"07/28/2015","30","7","2015","Twin Cities","413.00"
"07/28/2015","30","7","2015","Cincinnati","302.50"
"07/28/2015","30","7","2015","St. Louis","257.50"
"07/28/2015","30","7","2015","Mid-Mississippi","375.00"
"07/21/2015","29","7","2015","Twin Cities","438.00"
"07/21/2015","29","7","2015","Cairo-Memphis","220.00"
"07/21/2015","29","7","2015","Lower Ohio","312.50"
"07/21/2015","29","7","2015","Cincinnati","312.50"
"07/21/2015","29","7","2015","St. Louis","267.50"
"07/21/2015","29","7","2015","Lower Illinois","375.00"
"07/21/2015","29","7","2015","Mid-Mississippi","390.00"
"07/14/2015","28","7","2015","Twin Cities","472.00"
"07/14/2015","28","7","2015","Cairo-Memphis","235.00"
"07/14/2015","28","7","2015","Lower Ohio","318.33"
"07/14/2015","28","7","2015","Cincinnati","318.33"
"07/14/2015","28","7","2015","St. Louis","270.00"
"07/14/2015","28","7","2015","Lower Illinois","381.67"
"07/14/2015","28","7","2015","Mid-Mississippi","395.00"
"07/07/2015","27","7","2015","Mid-Mississippi","436.00"
"07/07/2015","27","7","2015","Cairo-Memphis","234.00"
"07/07/2015","27","7","2015","Lower Ohio","325.00"
"07/07/2015","27","7","2015","Cincinnati","325.00"
"07/07/2015","27","7","2015","St. Louis","300.00"
"07/07/2015","27","7","2015","Lower Illinois","425.00"
"07/07/2015","27","7","2015","Twin Cities","510.00"
"06/30/2015","26","6","2015","Mid-Mississippi","458.00"
"06/30/2015","26","6","2015","Cairo-Memphis","261.67"
"06/30/2015","26","6","2015","Lower Ohio","353.33"
"06/30/2015","26","6","2015","Cincinnati","353.33"
"06/30/2015","26","6","2015","St. Louis","330.00"
"06/30/2015","26","6","2015","Lower Illinois",
"06/30/2015","26","6","2015","Twin Cities","552.00"
"06/23/2015","25","6","2015","Twin Cities","538.00"
"06/23/2015","25","6","2015","Cairo-Memphis","272.50"
"06/23/2015","25","6","2015","Lower Ohio","350.00"
"06/23/2015","25","6","2015","Cincinnati","350.00"
"06/23/2015","25","6","2015","St. Louis","357.50"
"06/23/2015","25","6","2015","Lower Illinois",
"06/23/2015","25","6","2015","Mid-Mississippi","460.00"
"06/16/2015","24","6","2015","Twin Cities","450.00"
"06/16/2015","24","6","2015","Cairo-Memphis","260.00"
"06/16/2015","24","6","2015","Lower Ohio","315.00"
"06/16/2015","24","6","2015","Cincinnati","315.00"
"06/16/2015","24","6","2015","St. Louis","320.00"
"06/16/2015","24","6","2015","Lower Illinois","395.00"
"06/16/2015","24","6","2015","Mid-Mississippi","428.00"
"06/09/2015","23","6","2015","Mid-Mississippi","385.00"
"06/09/2015","23","6","2015","Cairo-Memphis","223.33"
"06/09/2015","23","6","2015","Lower Ohio","251.67"
"06/09/2015","23","6","2015","Cincinnati","251.67"
"06/09/2015","23","6","2015","St. Louis","258.33"
"06/09/2015","23","6","2015","Lower Illinois","370.00"
"06/09/2015","23","6","2015","Twin Cities","432.00"
"06/02/2015","22","6","2015","Mid-Mississippi","378.00"
"06/02/2015","22","6","2015","Cairo-Memphis","220.00"
"06/02/2015","22","6","2015","Lower Ohio","227.50"
"06/02/2015","22","6","2015","Cincinnati","227.50"
"06/02/2015","22","6","2015","St. Louis","250.00"
"06/02/2015","22","6","2015","Lower Illinois","372.50"
"06/02/2015","22","6","2015","Twin Cities","433.00"
"05/26/2015","21","5","2015","Mid-Mississippi","370.00"
"05/26/2015","21","5","2015","Cairo-Memphis","220.00"
"05/26/2015","21","5","2015","Lower Ohio","226.67"
"05/26/2015","21","5","2015","Cincinnati","226.67"
"05/26/2015","21","5","2015","St. Louis","246.67"
"05/26/2015","21","5","2015","Lower Illinois","368.33"
"05/26/2015","21","5","2015","Twin Cities","427.00"
"05/19/2015","20","5","2015","Cincinnati","240.00"
"05/19/2015","20","5","2015","Cairo-Memphis","225.00"
"05/19/2015","20","5","2015","Lower Ohio","240.00"
"05/19/2015","20","5","2015","St. Louis","255.00"
"05/19/2015","20","5","2015","Lower Illinois","380.00"
"05/19/2015","20","5","2015","Mid-Mississippi","390.00"
"05/19/2015","20","5","2015","Twin Cities","445.00"
"05/12/2015","19","5","2015","Twin Cities","413.00"
"05/12/2015","19","5","2015","Cairo-Memphis","235.00"
"05/12/2015","19","5","2015","Lower Ohio","250.00"
"05/12/2015","19","5","2015","Cincinnati","250.00"
"05/12/2015","19","5","2015","St. Louis","262.50"
"05/12/2015","19","5","2015","Lower Illinois","407.50"
"05/12/2015","19","5","2015","Mid-Mississippi","410.00"
"05/05/2015","18","5","2015","Mid-Mississippi","385.00"
"05/05/2015","18","5","2015","Cairo-Memphis","267.50"
"05/05/2015","18","5","2015","Lower Ohio","272.50"
"05/05/2015","18","5","2015","Cincinnati","272.50"
"05/05/2015","18","5","2015","St. Louis","272.50"
"05/05/2015","18","5","2015","Lower Illinois","395.00"
"05/05/2015","18","5","2015","Twin Cities","395.00"
"04/28/2015","17","4","2015","Mid-Mississippi","400.00"
"04/28/2015","17","4","2015","Cairo-Memphis","270.00"
"04/28/2015","17","4","2015","Lower Ohio","295.00"
"04/28/2015","17","4","2015","Cincinnati","295.00"
"04/28/2015","17","4","2015","St. Louis","297.50"
"04/28/2015","17","4","2015","Lower Illinois","405.00"
"04/28/2015","17","4","2015","Twin Cities","413.00"
"04/21/2015","16","4","2015","Twin Cities","420.00"
"04/21/2015","16","4","2015","Cairo-Memphis","285.00"
"04/21/2015","16","4","2015","Lower Ohio","323.33"
"04/21/2015","16","4","2015","Cincinnati","323.33"
"04/21/2015","16","4","2015","St. Louis","335.00"
"04/21/2015","16","4","2015","Lower Illinois","405.00"
"04/21/2015","16","4","2015","Mid-Mississippi","412.00"
"04/14/2015","15","4","2015","Twin Cities","450.00"
"04/14/2015","15","4","2015","Cairo-Memphis","308.33"
"04/14/2015","15","4","2015","Lower Ohio","355.00"
"04/14/2015","15","4","2015","Cincinnati","355.00"
"04/14/2015","15","4","2015","St. Louis","373.33"
"04/14/2015","15","4","2015","Lower Illinois","466.67"
"04/14/2015","15","4","2015","Mid-Mississippi","455.00"
"04/07/2015","14","4","2015","Mid-Mississippi","438.00"
"04/07/2015","14","4","2015","Cairo-Memphis","300.00"
"04/07/2015","14","4","2015","Lower Ohio","358.33"
"04/07/2015","14","4","2015","Cincinnati","358.33"
"04/07/2015","14","4","2015","St. Louis","345.00"
"04/07/2015","14","4","2015","Lower Illinois","440.00"
"04/07/2015","14","4","2015","Twin Cities","443.00"
"03/31/2015","13","3","2015","Mid-Mississippi","413.00"
"03/31/2015","13","3","2015","Cairo-Memphis","310.00"
"03/31/2015","13","3","2015","Lower Ohio","355.00"
"03/31/2015","13","3","2015","Cincinnati","355.00"
"03/31/2015","13","3","2015","St. Louis","342.50"
"03/31/2015","13","3","2015","Lower Illinois","422.50"
"03/31/2015","13","3","2015","Twin Cities","440.00"
"03/24/2015","12","3","2015","Lower Illinois","435.00"
"03/24/2015","12","3","2015","Cairo-Memphis","291.25"
"03/24/2015","12","3","2015","Lower Ohio","323.75"
"03/24/2015","12","3","2015","Twin Cities",
"03/24/2015","12","3","2015","Cincinnati","323.75"
"03/24/2015","12","3","2015","St. Louis","383.33"
"03/24/2015","12","3","2015","Mid-Mississippi","438.00"
"03/17/2015","11","3","2015","Cincinnati","260.00"
"03/17/2015","11","3","2015","Cairo-Memphis","250.00"
"03/17/2015","11","3","2015","Lower Ohio","260.00"
"03/17/2015","11","3","2015","St. Louis","311.67"
"03/17/2015","11","3","2015","Lower Illinois","396.67"
"03/17/2015","11","3","2015","Mid-Mississippi",
"03/17/2015","11","3","2015","Twin Cities",
"03/10/2015","10","3","2015","Twin Cities",
"03/10/2015","10","3","2015","Cairo-Memphis","197.50"
"03/10/2015","10","3","2015","Lower Ohio","255.00"
"03/10/2015","10","3","2015","Cincinnati","255.00"
"03/10/2015","10","3","2015","St. Louis","250.00"
"03/10/2015","10","3","2015","Lower Illinois","365.00"
"03/10/2015","10","3","2015","Mid-Mississippi",
"03/03/2015","9","3","2015","Mid-Mississippi",
"03/03/2015","9","3","2015","Cairo-Memphis","200.00"
"03/03/2015","9","3","2015","Lower Ohio","291.67"
"03/03/2015","9","3","2015","Cincinnati","291.67"
"03/03/2015","9","3","2015","St. Louis","270.00"
"03/03/2015","9","3","2015","Lower Illinois","393.33"
"03/03/2015","9","3","2015","Twin Cities",
"02/24/2015","8","2","2015","Mid-Mississippi",
"02/24/2015","8","2","2015","Cairo-Memphis","213.33"
"02/24/2015","8","2","2015","Lower Ohio","310.00"
"02/24/2015","8","2","2015","Cincinnati","310.00"
"02/24/2015","8","2","2015","St. Louis","275.00"
"02/24/2015","8","2","2015","Lower Illinois","450.00"
"02/24/2015","8","2","2015","Twin Cities",
"02/17/2015","7","2","2015","Twin Cities",
"02/17/2015","7","2","2015","Cairo-Memphis","220.00"
"02/17/2015","7","2","2015","Lower Ohio","320.00"
"02/17/2015","7","2","2015","Cincinnati","320.00"
"02/17/2015","7","2","2015","St. Louis","275.00"
"02/17/2015","7","2","2015","Lower Illinois","420.00"
"02/17/2015","7","2","2015","Mid-Mississippi",
"02/10/2015","6","2","2015","Twin Cities",
"02/10/2015","6","2","2015","Cairo-Memphis","243.33"
"02/10/2015","6","2","2015","Lower Ohio","346.67"
"02/10/2015","6","2","2015","Cincinnati","346.67"
"02/10/2015","6","2","2015","St. Louis","300.00"
"02/10/2015","6","2","2015","Lower Illinois","410.00"
"02/10/2015","6","2","2015","Mid-Mississippi",
"02/03/2015","5","2","2015","Mid-Mississippi",
"02/03/2015","5","2","2015","Cairo-Memphis","232.50"
"02/03/2015","5","2","2015","Lower Ohio","362.50"
"02/03/2015","5","2","2015","Cincinnati","362.50"
"02/03/2015","5","2","2015","St. Louis","350.00"
"02/03/2015","5","2","2015","Lower Illinois","440.00"
"02/03/2015","5","2","2015","Twin Cities",
"01/27/2015","4","1","2015","Mid-Mississippi",
"01/27/2015","4","1","2015","Cairo-Memphis","282.50"
"01/27/2015","4","1","2015","Lower Ohio","375.00"
"01/27/2015","4","1","2015","Cincinnati","375.00"
"01/27/2015","4","1","2015","St. Louis","367.50"
"01/27/2015","4","1","2015","Lower Illinois","470.00"
"01/27/2015","4","1","2015","Twin Cities",
"01/20/2015","3","1","2015","Mid-Mississippi",
"01/20/2015","3","1","2015","Cairo-Memphis","288.33"
